authors,paperId,title,venue,year,no_citations,abstract
E. Do,307f8320b96d6dee8dc0bf19b4487c06f02b8ee5,VR Sketchpad. Create Instant 3D Worlds by Sketching on a Transparent Window,,2001.0,40,"This paper describes VR Sketchpad, a pen-based computing environment for inputting and locating 3D objects in a virtual world. Designer can use the transparency layers to quickly trace and extract any image underlay from other application software. The 3D scene generation has three levels of complexity: simple extrusion of any drawn lines of shapes (i.e., straight or curved wall and column extrusion), solid modelling from a given geometric object representation (spheres, cones and boxes), and complex configuration with objects from graphics library (furniture layout)."
T. M. Sezgin,5c3213da1a6d8af5acdbe223cd8413321cbfde8c,Feature point detection and curve approximation for early processing of free-hand sketches,,2001.0,36,"Freehand sketching is both a natural and crucial part of design, yet is unsupported by current design automation software. We are working to combine the flexibility and ease of use of paper and pencil with the processing power of a computer to produce a design environment that feels as natural as paper, yet is considerably smarter. One of the most basic steps in accomplishing this is converting the original digitized pen strokes in the sketch into the intended geometric objects using feature point detection and approximation. We demonstrate how multiple sources of information can be combined for feature detection in strokes and apply this technique using two approaches to signal processing, one using simple average based thresholding and a second using scale space. Thesis Supervisor: Randall Davis Title: Department of Electrical Engineering and Computer Science"
"Wenyin Liu, Wenjie Qian, R. Xiao, Xiangyu Jin",fe567787c53b55101e0a6f20fb0ad6d266d9e4e0,Smart Sketchpad-an on-line graphics recognition system,Proceedings of Sixth International Conference on Document Analysis and Recognition,2001.0,35,"An online graphics recognition system is presented, which provides users a natural, convenient, and efficient way to input rigid and regular shapes or graphic objects (e.g., triangles, rectangles, ellipses, straight line, arrowheads, etc.) by quickly drawing their sketchy shapes in single or multiple strokes. An input sketchy (hand-drawn) shape is immediately converted into the user-intended rigid shape based on the shape similarity and the time constraint of the sketchy line. Three different (rule-based, SVM-based, and ANN-based) approaches have been applied and compared in the system. Experiments and evaluation are also presented, which show good performance of the system."
"P. Hu, Y. Liu, J. Wang",115c135bafcd8c877ff6cfdaab55e34144d196f0,Numerical study of the flange earring of deep-drawing sheets with stronger anisotropy,,2001.0,27,"Abstract A Barlat–Lian anisotropy yield function is introduced into a quasi-flow corner theory of elastic–plastic finite deformation and the elastic–plastic large deformation finite element formulation based on the principle of virtual velocity and the discrete Kirchhoff triangle plate shell element model. The focus of the present researches is on the numerical simulation of the flange earring of deep-drawing process of circular sheets with stronger anisotropy, based on which, the schemes for controlling the flange earring are proposed."
"Jean-Philippe Valois, Myriam Côté, M. Cheriet",3ec2410c03ebaf62e9598c20e8afcb20ec5e7628,Online recognition of sketched electrical diagrams,Proceedings of Sixth International Conference on Document Analysis and Recognition,2001.0,26,"In this paper, a model-based scheme for recognizing and beautifying online hand-drawn sketches of electric diagrams is presented. The system uses a structural and topological relations matching mechanism that allows scale, translation, rotation invariant recognition. A simple prototype was developed and preliminary experimental results show how this technique, although simple, is efficient in recognizing such sketches."
"B. Huet, G. Guarascio, Nicholas J. Kern, B. Mérialdo",438a643d7769b1edaee3f40255c844d83d6b5871,Relational skeletons for retrieval in patent drawings,Proceedings 2001 International Conference on Image Processing (Cat. No.01CH37205),2001.0,26,"This paper presents the evaluation of a number of algorithm alternatives for content based retrieval from a database of technical drawings representing patents. The objective is to help patent evaluators in their quest for a possible patent bearing too much similarity with the one under investigation. To achieve this, we have devised a system where images (drawings) are represented using attributed graphs based on the extracted line-patterns or histograms of attributes computed from the graphs. Retrieval is either performed using histogram comparison (see Huet, B. and Hancock, E.R., PAMI, vol.21, no.12, p.1363-70, 1999) or thanks to a graph similarity measure (see Huet and Hancock, CVPR, p.138-43, 1998). Promising results are presented along with possible work extension."
"James V. Mahoney, M. Fromherz",46ce914715524236737c67a3255ab32f058e795a,Handling ambiguity in constraint-based recognition of stick figure sketches,IS&T/SPIE Electronic Imaging,2001.0,13,"Even seemingly simple drawings, diagrams, and sketches are hard for computer programs to interpret, because these inputs can be highly variable in several respects. This variability corrupts the expected mapping between a prior model of a configuration and an instance of it in the scene. We propose a scheme for representing ambiguity explicitly, within a subgraph matching framework, that limits its impact on the computational and program complexity of matching. First, ambiguous alternative structures in the input are explicitly represented by coupled subgraphs of the data graph, using a class of segmentation post-processing operations termed graph elaboration. Second, the matching process enforces mutual exclusion constraints among these coupled alternatives, and preferences or rankings associated with them enable better matches to be found early on by a constrained optimization process. We describe several elaboration processes, and extend a straightforward constraint-based subgraph matching scheme to elaborated data graphs. The discussion focuses on the domain of human stick figures in diverse poses."
"Khalid Goudeaux, Tsuhan Chen, Shyue-Wu Wang, Jen-Duo Liu",d0c6a20592cb7eb30fa0fa3aa5e9ab44e85dabd8,Principal component analysis for facial animation,"2001 IEEE International Conference on Acoustics, Speech, and Signal Processing. Proceedings (Cat. No.01CH37221)",2001.0,11,"This paper presents a technique for animating a three-dimensional face model through the application of principal component analysis (PCA). Using PCA has several advantages over traditional approaches to facial animation because it reduces the number of parameters needed to describe a face and confines the facial motion to a valid space to prevent unnatural contortions. First, real data is optically captured in real time from a human subject using infrared cameras and reflective trackers. This data is analyzed to find a mean face and a set of eigenvectors and eigenvalues that are used to perturb the mean face within the range described by the captured data. The result is a set of vectors that can be linearly combined and interpolated to represent different facial expressions and animations. We also show that it is possible to map the eigenvectors of one face onto another face or to change the eigenvectors to describe new motion."
T. Hammond,d5b387a28938ad7ea7817242c7ee0a95f19c6dfe,Natural Sketch Recognition in UML Class Diagrams,,2001.0,3,"I created a natural sketch recognition environment for UML (Unified Modeling Language) (Alhir, 1998). My system differs from graffiti-based approaches to this task, in that it recognizes objects by how they look, not by how they are drawn. My goal is a system where the user can sketch UML diagrams on a tablet or whiteboard in the same way they would on paper, but the diagrams would then be recognized by the computer to provide clean interpreted diagrams, stub code, and enhanced editing ability."
"L. Menezes, C. Teodosiu",aebbf3a4f5d09b2b2a49a85476d370af545d94c0,Three-dimensional numerical simulation of the deep-drawing process using solid finite elements,,2000.0,234,Abstract The main goal of this work is to present a three-dimensional mechanical model for the numerical simulation of the deep-drawing process. The model takes into account the large elastoplastic strains and rotations that occur in the deep-drawing process. Hill’s orthotropic yield criteria with isotropic and kinematics hardening describes the anisotropic plastic properties of the sheet. Coulomb’s classical law models the frictional contact problem treated with an augmented Lagrangian approach. This method yields a mixed system where the final unknowns of the problem are static (frictional contact forces) and kinematic (displacements) variables. To solve this problem use is made of a fully implicit algorithm of Newton–Raphson type. Three-dimensional isoparametric finite elements with a selective reduced integration are used for the spatial discretization of the deformed body. The geometry of the forming tools is modelled by Bezier surfaces. The numerical results of the deep-drawing of a square cup are presented to focus their good agreement with the results of experiment.
"A. Quigley, P. Eades",a6840b0bb2743fafef46005d152de0edcb88a52f,"FADE: Graph Drawing, Clustering, and Visual Abstraction",Graph Drawing,2000.0,202,"A fast algorithm(FADE) for the 2D drawing, geometric clustering and multilevel viewing of large undirected graphs is presented. The algorithm is an extension of the Barnes-Hut hierarchical space decomposition method, which includes edges and multilevel visual abstraction. Compared to the original force directed algorithm, the time overhead is O(e + n log n) where n and e are the numbers of nodes and edges. The improvement is possible since the decomposition tree provides a systematic way to determine the degree of closeness between nodes without explicitly calculating the distance between each node. Different types of regular decomposition trees are introduced. The decomposition tree also represents a hierarchical clustering of the nodes, which improves in a graph theoretic sense as the graph drawing approaches a lower energy state. Finally, the decomposition tree provides a mechanism to view the hierarchical clustering on various levels of abstraction. Larger graphs can be represented more concisely, on a higher level of abstraction, with fewer graphics on screen."
"P. Dosch, K. Tombre, Christian Ah-Soon, G. Masini",7bdf55bb150bdebd4b425ae043376b77db710f12,A complete system for the analysis of architectural drawings,International Journal on Document Analysis and Recognition,2000.0,136,"Abstract. In this paper, we present a complete system for the analysis of architectural drawings, with the aim of reconstructing in 3D the represented buildings. We successively describe the graphics recognition algorithms used for image processing and feature extraction, the 2D modeling step, which includes symbol recognition and converts the drawing into a description in terms of basic architectural entities, and a proposed 3D modeling process which matches reconstructed floors. The system also includes a powerful and flexible user interface."
"J. Arvo, K. Novins",aafee5d151eaf9e604c2d0a0d61610a5c80f84e8,Fluid sketches: continuous recognition and morphing of simple hand-drawn shapes,UIST '00,2000.0,106,"We describe a new sketching interface in which shape recognition and morphing are tightly coupled. Raw input strokes are continuously morphed into ideal geometric shapes, even before the pen is lifted. By means of smooth and continual shape transformations the user is apprised of recognition progress and the appearance of the final shape, yet always retains a sense of control over the process. At each time t the system uses the trajectory traced out thus far by the pen coupled with the current appearance of the time-varying shape to classify the sketch as one of several pre-defined basic shapes. The recognition operation is performed using shape-specific fits based on least-squares or relaxation, which are continuously updated as the user draws. We describe the time-dependent transformation of the sketch, beginning with the raw pen trajectory, using a family of first-order ordinary differential 
equations that depend on time and the current shape 
of the sketch. Using this formalism, we describe several possible behaviors that result by varying the relative significance of new and old portions of a stroke, changing the “viscosity” of the morph, and enforcing different end conditions. A preliminary user study suggests that the new interface is particularly effective for rapidly constructing diagrams consisting of simple shapes."
"Hod Lipson, M. Shpitalni",599600e855d61e79206293a8146f844df8c498c3,Conceptual design and analysis by sketching,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing",2000.0,86,"The ability of a CAD system to perceive a three-dimensional model depicted in a single freehand sketch presents the practical possibility of bringing numerous established analysis tools into the early stages of design to institute conceptual analysis. In this article we hypothesize that the key to enabling systems to reason and communicate about conceptual design is the language of sketching. We explore this approach, outline the basic algorithms required, and provide several examples of an implemented system."
"Sébastien Adam, J. Ogier, C. Cariou, R. Mullot, J. Labiche, J. Gardes",6beb050721077d16a60990cd57c073e58371a8f1,Symbol and character recognition: application to engineering drawings,International Journal on Document Analysis and Recognition,2000.0,85,"Abstract. In this paper, we consider the general problem of technical document interpretation, as applied to the documents of the French Telephonic Operator, France Télécom. More precisely, we focus the content of this paper on the computation of a new set of features allowing the classification of multioriented and multiscaled patterns. This set of invariants is based on the Fourier–Mellin Transform. The interests of this computation rely on the excellent classification rate obtained with this method and also on using this Fourier–Mellin transform within a “filtering mode”, with which we can solve the well known difficult problem of connected character recognition."
"S. H. Soon, Feng Tian",e34748c591c300277d5d8f8a87e14683835421e4,Computer-assisted coloring by matching line drawings,The Visual Computer,2000.0,24,"An approach to automatically color line drawings based on feature matching is proposed. The motivation is that coloring 2D animation is still a labor-intensive process in current cartoon film production. The objective of our work is to investigate how to automatically color an image in a cartoon sequence on the basis of the previous frame. Our method first establishes the matching relationship of two images, after which it automatically paints one of them with the color information of the other using a region-matching algorithm. The region-matching algorithm is based on feature correspondences. The results show that the proposed algorithm can straightforwardly and robustly realize our objective and has a promising future for our next step to further automate conventional animation."
"L. Wade, Richard E. Parent",f75f1dcf2f0ff4c252c4785a4529ea0cac39e03d,"Fast, fully-automated generation of control skeletons for use in animation",Proceedings Computer Animation 2000,2000.0,21,"This paper describes an algorithm for automatically generating a control skeleton for use in animating a polygonal data model. The algorithm has several steps. First, the figure is voxelized, and a Euclidean distance map is computed for voxels interior to the figure. A path creation algorithm then generates a tree-structured set of voxel paths spanning the object's interior. Simplification of these paths leads to a control skeleton for the object. The voxelization is used again to anchor the vertices of the polygonal model to the skeleton. Afterwards, new joint angles may be specified for the skeleton, and once the skeleton has been updated, vertices of the model can be repositioned accordingly. Unlike previous methods, the algorithm is fully automated, requiring very little user input. Also, it can be applied successfully to a wide variety of objects. Furthermore, the algorithm is fast-it can produce a useful control skeleton for most objects in under two minutes on a low-end PC."
"E. D. Sciascio, G. Mingolla, M. Mongiello",55faa95a898b87377b41f2acc707b877abb84389,Content-Based Image Retrieval over the Web Using Query by Sketch and Relevance Feedback,VISUAL,1999.0,70,"This paper investigates the combined use of query by sketch and relevance feedback as techniques to ease user interaction and improve retrieval effectiveness in content-based image retrieval over the World Wide Web. To substantiate our ideas we implemented DrawSearch, a prototype image retrieval by content system that uses color, shape and texture to index and retrieve images. The system avails of Java applets for query by sketch and uses relevance feedback to allow users dynamically refine queries."
"D. Dori, Wenyin Liu",0e60ed9c3466a21827651a00c5d4eaca8f82018f,"Automated CAD conversion with the Machine Drawing Understanding System: concepts, algorithms, and performance",IEEE Trans. Syst. Man Cybern. Part A,1999.0,58,"The Machine Drawing Understanding System (MDUS) is an experimental CAD conversion system aimed at realizing the entire process of understanding mechanical engineering drawings, from scanning to 3D reconstruction. This paper describes the structure, algorithms and current performance of MDUS. The modular structure of the system provides for further improvements and makes it an ideal workbench for researchers wishing to test their own algorithms and incorporate them into the system."
"W. Freeman, J. Tenenbaum, E. Pasztor",6c70fbb62ea308f6e609fccb599f74516cd10d1e,An example-based approach to style translation for line drawings,,1999.0,43,"We present an example-based system for translating line drawings into di erent styles. The system is given a training set of many di erent lines, each drawn by an artist in various styles, which is used to translate new lines made by a user into a particular desired style with a K-nearest neighbor algorithm. This algorithm ts each input line as a linear combination of the several training lines in the same style which are most similar to it. The t line can then be rendered in di erent styles because the training set contains versions of each training line in each style. By describing input lines as linear combinations of training set lines, this procedure is expressive enough to t a broad range of input drawings. By restricting these linear combinations to contain only the most similar training set lines, this procedure is constrained enough to preserve the distinctive stylistic features of translated lines. We represent input lines by splines with nonuniformly spaced control points, which emphasizes these stylistic features. Our example-based approach has a number of advantages over conventional parameteric approaches to translating style. It can handle styles which are di cult to describe parametrically, and its repertoire can be easily extended by the user at any time. Moreover, given appropriate representations, it can be generalized to modify the style of other kinds of graphics objects, such as the font of a letter or the movement style of an animated character."
Klaus Kaindl,da2244aa6113857f2a0b26676332b686310d13e7,"Thump, Whizz, Poom: A Framework for the Study of Comics under Translation",,1999.0,40,"Abstract: Notwithstanding their importance as a segment of high-volume translation, comics have largely been neglected in Translation Studies. This paper presents a theoretical framework for studying the translation of comics as a social practice. On the premise that the production and reception of texts is dependent on their position and relative value in a given society, comics are first analyzed as a social phenomenon with the help of Bourdieu 's theory of the cultural field. The translation-relevant elements of comics are then identified on the linguistic, typographic, and pictorial levels, and concepts of rhetoric are used to establish a classification of translation strategies which applies to both verbal and nonverbal textual material. Finally, a number of examples are discussed to highlight the diversity of translation strategies for the various elements of comics.Resume: En depit de leur frequence, les traductions des bandes dessinees (BD) sont souvent laissees pour compte par les traductologues. Le present travail propose un cadre theorique pour leur etude systematique. Partant de la premisse que la production et reception des textes dependent de leurs positions et valeurs au sein d'une societe donnee, et en reference a la theorie de Bourdieu du champ culturel, les BD sont d'abord analysees comme un phenomene social. Ensuite, leurs traits propres a interesser la traduction sont identifies sur les plans linguistique, typographique et pictural, tandis que des concepts rhetoriques aident a etablir un classement des strategies traductives s'appliquant a la matiere verbale et non verbale des BD. Enfin, des exemples permettent d'etayer les strategies traductives qui se rapportent aux differents aspects des BD."
"T. Fujiwara, Takeshi Nishihara, M. Tominaga, H. Koshimizu, Kunihito Kato, K. Murakami",8404bcba2fa15bdaf1397eff0b37eed3576abb42,On the detection of feature points of 3D facial image and its application to 3D facial caricature,Second International Conference on 3-D Digital Imaging and Modeling (Cat. No.PR00062),1999.0,20,"The paper proposes an automated method for extracting 27 feature points from a 3D facial image. It also shows that 3D facial caricaturing can be realized by such a small number of feature points and that these 27 feature points can be extracted automatically. As a result, it was clarified by comparing a 3D caricature of a 3D PICASSO system with that of a famous caricaturist, Mr. Yoshida, that 3D features of the facial image could be utilized to generate a more impressive facial caricature than the 2D version."
J. Mcfadzean,3cd0263cff5a93634bd8e440db4ad7aaed64e0fb,Computational Support for Conceptual Sketching Analysis and Interpretation of the Graphical Notation of Visual Representations,,1999.0,8,The research investigates how designers sketch specifically analysing the physical details of mark-making. It contrasts the physical representations with the abstract cognitive processes of architectural design. A new form of protocol analysis has been developed using video and computer records of designers' sketching activity. The research compares the designer's post-hoc commentary and interpretations of the sketching activity with the computer's record of that activity. This process will lead to a greater understanding of the relationships between design events and graphical events.
"J. Mcfadzean, N. Cross, J. Johnson",eb7dfe2b48190061c70e6c88c1cf3238bbb898ea,An analysis of architectural visual reasoning in conceptual sketching via Computational Sketch Analysis (CSA),1999 IEEE International Conference on Information Visualization (Cat. No. PR00210),1999.0,4,"Visual reasoning in design is facilitated by sketching. This research investigates how designers sketch, specifically analysing the physical details of mark making. It relates the graphical representations to the abstract cognitive processes of architectural design. A new form of protocol analysis has been developed using video and computer records of designers' sketching activity. The analysis of the resulting data compares the designer's retrospective commentary and interpretations of the sketching activity with the computer's record of that activity. The analysis will lead to a greater understanding of the relationships between 'Design Events' and 'Graphical Events' and thus how the notational activity of sketching supports the cognitive activity of conceptual design."
"G. Byatt, G. Rhodes",4207b37ccb6984d353cb3842771a562606af3b00,Recognition of own-race and other-race caricatures: implications for models of face recognition,Vision Research,1998.0,98,"Valentine's (Valentine T. Q J Exp Psychol 1991;43A:161-204) face recognition framework supports both a norm-based coding (NBC) and an exemplar-only, absolute coding, model (ABC). According to NBC; (1) faces are represented in terms of deviations from a prototype or norm; (2) caricatures are effective because they exaggerate this norm deviation information; and (3) other-race faces are coded relative to the (only available) own-race norm. Therefore NBC predicts that, for European subjects, caricatures of Chinese faces made by distorting differences from the European norm would be more effective than caricatures made relative to the Chinese norm. According to ABC; (1) faces are encoded as absolute values on a set of shared dimensions with the norm playing no role in recognition; (2) caricatures are effective because they minimise exemplar density and (3) the dimensions of face-space are inappropriate for other-race faces leaving them relatively densely clustered. ABC predicts that all faces would be recognised more accurately when caricatured against their own-race norm. We tested European subjects' identification of European and Chinese faces, caricatured against both race norms. The ABC model's prediction was supported. European faces were also rated as more distinctive and recognised more easily than Chinese faces. However, the own-race recognition bias held even when the races were equated for distinctiveness which suggests that the ABC model may not provide a complete account of race effects in recognition."
Zhaoyang Lu,e4732d06f10440f980a0af8758db17819ad88ba6,Detection of Text Regions From Digital Engineering Drawings,IEEE Trans. Pattern Anal. Mach. Intell.,1998.0,65,"An algorithm for text/graphics separation is presented in this paper. The basic principle of the algorithm is to erase nontext regions from mixed text and graphics engineering drawings, rather than extract text regions directly. This algorithm can be used to extract both Chinese and Western characters, dimensions, and symbols and has few limitations on the kind of engineering drawings and noise level. It is robust to text-graphics touching, text fonts, and written orientations."
"M. Jain, J. Allin, M. J. Bull",479b96ca00df52664e41a07c8791bd75da2a1025,Deep drawing characteristics of automotive aluminum alloys,,1998.0,61,"Abstract Limiting draw ratios (LDRs) and other axisymmetric deep drawing characteristics of AA5754-O and AA6111-T4 automotive aluminum sheet materials are investigated as a function of die profile radii by experiments and numerical predictions. A procedure for rapid determination of LDR based on a characteristic limit load of the material at fracture is developed and verified. Other deep drawing characteristics such as punch load versus displacement traces, flange draw-in, strain distribution along the cup profile, flange wrinkling, wall ironing and fracture characteristics are experimentally assessed for the two sheet materials as a function of the die profile radius. The results are compared with a recent analytical model by Schedin (Ph.D. Thesis, Royal Institute of Technology, Stockholm, Sweden, 1991). as well as axisymmetric FE models of cup draw, to analyse the sensitivity of various material and test parameters towards the maximum punch load and stresses and strains in various regions of the cup. The deep drawability of AA5754-O, as measured by cup depth at fracture and LDR, is superior to that of AA6111-T4. The differences in the deep drawing behaviour of the two materials can be explained in terms of the competition in work hardening between the material in the flange at the die profile region versus the material at the punch profile region, bendability of the two materials, and fracture characteristics. A decrease in LDR and flange draw-in is observed as a function of the die profile radius. This decrease is attributed to the increased work hardening in the die profile region resulting from additional bending, unbending, and stretching of the material as it enters the die cavity, as well as increased tendency towards fracture for AA6111-T4."
"D. Dori, Yelena Velkovitch",da18c6aae82f5b8aee6558adcc6cbbc9764d2610,Segmentation and Recognition of Dimensioning Text from Engineering Drawings,Comput. Vis. Image Underst.,1998.0,24,"Recognition of dimensioning text in engineering drawings is an essential part of the drawing understanding process, as this text provides the exact dimensions and tolerances of the object described in the drawing. We consider engineering drawings produced according to either ISO or ANSI drafting standards. Text segmentation and recognition are preceded by orthogonal zig-zag vectorization, arc segmentation, and arrowhead pair recognition. Initial textbox extraction is done by a region growing process, performed on text-wire candidates. On the basis of textbox context (neighboring annotation wires) the drafting standard is detected. Raw textboxes are divided into logical textboxes, which are further decomposed into basic textboxes. A neural network based OCR algorithm is applied to each basic textbox. Finally, the OCR recognition results are verified by using contextual information and comparing the results with the measurements made directly on the drawing."
"S. J. Cho, S. Yoo",7063dd308a253b6bf397cf974815fcf48d823523,Image retrieval using topological structure of user sketch,"SMC'98 Conference Proceedings. 1998 IEEE International Conference on Systems, Man, and Cybernetics (Cat. No.98CH36218)",1998.0,7,"Content-based image retrieval system retrieves an image from a database using visual information. Among approaches to expressing visual aspects in queries, ""query by sketch"" is most convenient and expressive. However, the query drawn by the user is typically quite different from the original image and makes it difficult to retrieve the intended image effectively. In this paper, a new method to retrieve the intended image from imperfect queries is presented. The user-drawn query image is converted to a prime edge graph that represents the topological structure of the objects in the image. The experimental results show that the system retrieves the intended image even from a partial or shifted query."
"M. Suwa, B. Tversky",bf7551a995c71a7960787f7293669c6ac2b04f70,What do architects and students perceive in their design sketches? A protocol analysis,,1997.0,623,"The present research aims at examining what information architects think of and read off from their own freehand sketches, and at revealing how they perceptually interact with and benefit from sketches. We explored this in a protocol analysis of retrospective reports; each participant worked on an architectural design task while drawing freehand sketches and later reported what she/he had been thinking of during the design task. This research lies within the scope of examinations of why freehand sketches as external representation are essential for crystallizing design ideas in early design processes."
"A. Bimbo, P. Pala",e6182e4e462fd25ac6e1744415b481d422c861b2,Visual Image Retrieval by Elastic Matching of User Sketches,IEEE Trans. Pattern Anal. Mach. Intell.,1997.0,475,"Effective image retrieval by content from database requires that visual image properties are used instead of textual labels to properly index and recover pictorial data. Retrieval by shape similarity, given a user-sketched template is particularly challenging, owing to the difficulty to derive a similarity measure that closely conforms to the common perception of similarity by humans. In this paper, we present a technique which is based on elastic matching of sketched templates over the shapes in the images to evaluate similarity ranks. The degree of matching achieved and the elastic deformation energy spent by the sketch to achieve such a match are used to derive a measure of similarity between the sketch and the images in the database and to rank images to be displayed. The elastic matching is integrated with arrangements to provide scale invariance and take into account spatial relationships between objects in multi-object queries. Examples from a prototype system are expounded with considerations about the effectiveness of the approach and comparative performance analysis."
"M. Shpitalni, Hod Lipson",c363eb7f37d2c957b54d22aa20dbf3625544f94a,Classification of Sketch Strokes and Corner Detection Using Conic Sections and Adaptive Clustering,,1997.0,85,"This paper presents a method for classifying pen strokes in an on-line sketching system. The method, based on linear least squares fitting to a conic section equation, proposes using the conic equation's natural classification property to help classify sketch strokes and identify lines, elliptic arcs, and corners composed of two lines with an optional fillet. The hyperbola form of the conic equation is used for corner detection. The proposed method has proven to be fast, suitable for real-time classification, and capable of tolerating noisy input, including cusps and spikes. The classification is obtained in o(n) time in a single path, where n is the number of sampled points. In addition, an improved adaptive method for clustering disconnected endpoints is proposed. The notion of in-context analysis is discussed, and examples from a working implementation are given."
K. Tombre,b8e1207e4b7ec339cfab98a9f18c8f6fa293e8dd,Analysis of Engineering Drawings: State of the Art and Challenges,GREC,1997.0,76,"In this paper, we analyze the state of the art in interpretation of engineering drawings, both from a methodological point of view and from the perspective of the applications. We try to emphasize where techniques are mature, where they need further maturing, and where we still have open challenges. Special attention is given to the progress in the last two years, i.e. to the evolution in the field since GREC'95."
Jochen Seemann,9b878cbfecd6cb5d340f71a0c58b535e2340963c,Extending the Sugiyama Algorithm for Drawing UML Class Diagrams: Towards Automatic Layout of Object-Oriented Software Diagrams,Graph Drawing,1997.0,66,The automatic layout of software diagrams is a very attractive graph drawing application for use in software tools. Object-oriented software may be modelled using a visual language called the Unified Modeling Language (UML). In this paper we present an algorithm for the automatic layout of UML class diagrams using an extension of the Sugiyama algorithm together with orthogonal drawing. These diagrams visualize the static structure of object-oriented software systems and are characterised by the use of two main types of edges corresponding to different relationships between the classes. The graph drawing algorithm accounts for these concepts by treating the different edge types in different ways.
"M. Moshksar, A. Zamanian",1ceb4f7ab3ac9d54f0ceb91ada404cc3a4b48ff9,Optimization of the tool geometry in the deep drawing of aluminium,,1997.0,40,"The ability to predict a successful deep-drawing operation is important when designing a deep-drawing schedule. This paper presents the results of a series of cup-drawing tests carried out to study the deep drawing of commercial aluminium blanks. The critical die and punch shoulder radii, the limiting blank diameters and the limiting drawing ratios were recorded. Over the ranges of conditions investigated, the drawing process was found to be strongly sensitive to the die and punch-nose radii. Based on the experimental data obtained, the maximum punch force for aluminium cup drawing is proposed."
"Yuanzhong Li, H. Kobatake",10d1e7319dd03049d497b4dcb9b2479acda40ce5,Extraction of facial sketch image based on morphological processing,Proceedings of International Conference on Image Processing,1997.0,25,"This paper proposes a new method to extract a facial sketch image from a facial image robustly. The extraction process consists of two processing steps and morphology plays an important role in the whole processing. Firstly, a generalized symmetry operator, rectangle-filter and a geometric template are used to detect the eyes and mouth. Based on the detected facial parts, the locations of other facial parts are detected using their geometrical locations and characteristic shapes. Secondly, the feature points are determined from the edges of each facial part. Line-drawings connecting them give the facial sketch image. Experiments using 300 facial images were performed and the rate of extracting the facial sketch image correctly was 91%. This result shows the effectiveness of the proposed system."
"Chueh-Wei Chang, Suh-Yin Lee",f5593996a80e2a69b2795a803d73b453a4e4f69f,Automatic Cel Painting in Computer-assisted Cartoon Production using Similarity Recognition,Comput. Animat. Virtual Worlds,1997.0,19,"The task of painting each cel of an animated sequence has always been a tedious work using traditional methods. In order to simplify and speed up the process, the development of an automatic cel painting system is desired. This paper presents a method for assisting the production of cartoon animation using computers in order to reduce the production expense and to improve the overall quality. It signals a great improvement in the working environment where 2-D animation is produced. The basic idea of our automatic cel painting mechanism is to extract both statistical and topological features of regions from input animation drawings, and to search for similar corresponding regions in the previous drawing. If the similarity measures are within the accepted thresholds, the corresponding colour will be inherited. A new integrated labelling algorithm constructing statistical region and topological graph features is proposed. Furthermore, a similarity measure of regions is defined and an algorithm of partial matching of attribute graphs is presented. The experimental result shows the feasibility and practicability of the proposed approach.  1997 by John Wiley & Sons, Ltd."
"Chueh-Wei Chang, Suh-Yin Lee",394393c4270e665c8149c9e944984258e5f1cc21,Automatic cel painting in computer-assisted cartoon production using similarity recognition,,1997.0,13,"The task of painting each cel of an animated sequence has always been a tedious work using traditional methods. In order to simplify and speed up the process, the development of an automatic cel painting system is desired. This paper presents a method for assisting the production of cartoon animation using computers in order to reduce the production expense and to improve the overall quality. It signals a great improvement in the working environment where 2-D animation is produced. The basic idea of our automatic cel painting mechanism is to extract both statistical and topological features of regions from input animation drawings, and to search for similar corresponding regions in the previous drawing. If the similarity measures are within the accepted thresholds, the corresponding colour will be inherited. A new integrated labelling algorithm constructing statistical region and topological graph features is proposed. Furthermore, a similarity measure of regions is defined and an algorithm of partial matching of attribute graphs is presented. The experimental result shows the feasibility and practicability of the proposed approach. © 1997 John Wiley & Sons, Ltd."
"A. K. Das, N. Langrana",15fed491c655ee9fa737d9bf0678c3164ad0553e,Recognition and Integration of Dimension Sets in Vectorized Engineering Drawings,Comput. Vis. Image Underst.,1997.0,8,The benefits of the existing CAD systems are not available to a large number of engineering drawings which were created manually on paper using conventional drafting methods. An automated system which will scan and convert these drawings into CAD files recognizable by the existing CAD systems is very desirable. An important element in the conversion process is the automatic recognition and understanding of dimensional information which is used to denote the exact size and location of the various entities present in the geometry described in the drawing. This paper discusses a system which has been developed to recognize the dimension sets from the vectorized image of the drawing and obtain the logical relationship between the dimension sets and the geometry. The recognized dimension sets are also integrated with the geometry of the object using a variational geometry approach to rectify the errors which are introduced during preprocessing. The drawing obtained after processing consists of an accurate vectorized representation of the geometry in terms of the basic geometric entities and a vectorized representation of the dimension sets which can be used in an dimension-driven CAD system.
G. Rhodes,a5f3878fc0679d462184170d7d9bd575ec4c92d7,Superportraits: Caricatures and Recognition,,1996.0,105,Introduction. The Nature of Caricature. Caricatures by Computer. Peacock's Tails and other Natural Caricatures. The Power of Extremes. The Psychology of Caricatures. Caricatures and Face Recognition. The View from Here.
